case_id,payload,seed,case_root,source_stage,source_kind,train_summary_path,eval_summary_path,training_health_path,status,accepted,verifier_success,decoded_payload,decoded_payload_correct,numerically_healthy,match_ratio,train_run_id,eval_run_id,final_loss,included
U07_s23,U07,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133350185Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110092649Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133350185Z/training_health.json,accepted_included,True,True,U07,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133350185Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110092649Z,0.000314,True
U08_s23,U08,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133373537Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110115868Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133373537Z/training_health.json,accepted_included,True,True,U08,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133373537Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110115868Z,0.000314,True
U09_s23,U09,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133397086Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110138095Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133397086Z/training_health.json,accepted_included,True,True,U09,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133397086Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110138095Z,0.000314,True
U10_s23,U10,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133419869Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110160424Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133419869Z/training_health.json,accepted_included,True,True,U10,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133419869Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110160424Z,0.000314,True
U11_s23,U11,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133442362Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110183283Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133442362Z/training_health.json,accepted_included,True,True,U11,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133442362Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110183283Z,0.000314,True
U12_s23,U12,23,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23,compiled-c3-r3,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U13_s23,U13,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133465635Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110205892Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133465635Z/training_health.json,accepted_included,True,True,U13,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133465635Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110205892Z,0.000314,True
U14_s23,U14,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133488550Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110228661Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133488550Z/training_health.json,accepted_included,True,True,U14,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133488550Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110228661Z,0.000314,True
U15_s23,U15,23,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23,compiled-c3-r2,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U00_s29,U00,29,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29,compiled-c3-r2,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U01_s29,U01,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133512171Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110252602Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133512171Z/training_health.json,accepted_included,True,True,U01,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133512171Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110252602Z,0.000126,True
U02_s29,U02,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133535594Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110275748Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133535594Z/training_health.json,accepted_included,True,True,U02,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133535594Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110275748Z,0.000126,True
U03_s29,U03,29,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29,compiled-c3-r3,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U04_s29,U04,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U04_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U04_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133559031Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U04_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110298822Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U04_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133559031Z/training_health.json,accepted_included,True,True,U04,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133559031Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110298822Z,0.000126,True
U05_s29,U05,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U05_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U05_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133582932Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U05_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110321953Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U05_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133582932Z/training_health.json,accepted_included,True,True,U05,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133582932Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110321953Z,0.000126,True
U06_s29,U06,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U06_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U06_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133606678Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U06_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110344585Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U06_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133606678Z/training_health.json,accepted_included,True,True,U06,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133606678Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110344585Z,0.000126,True
U07_s29,U07,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133630484Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110366803Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133630484Z/training_health.json,accepted_included,True,True,U07,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133630484Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110366803Z,0.000126,True
U08_s29,U08,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133653236Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110389416Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133653236Z/training_health.json,accepted_included,True,True,U08,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133653236Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110389416Z,0.000126,True
U09_s29,U09,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133676171Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110412061Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133676171Z/training_health.json,accepted_included,True,True,U09,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133676171Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110412061Z,0.000126,True
U10_s29,U10,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133698835Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110434830Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133698835Z/training_health.json,accepted_included,True,True,U10,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133698835Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110434830Z,0.000126,True
U11_s29,U11,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133723048Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110458060Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133723048Z/training_health.json,accepted_included,True,True,U11,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133723048Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110458060Z,0.000126,True
U12_s29,U12,29,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29,compiled-c3-r3,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U13_s29,U13,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133747213Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110481164Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133747213Z/training_health.json,accepted_included,True,True,U13,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133747213Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110481164Z,0.000126,True
U14_s29,U14,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133770602Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110503713Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133770602Z/training_health.json,accepted_included,True,True,U14,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133770602Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110503713Z,0.000126,True
U15_s29,U15,29,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29,compiled-c3-r2,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
